;VIDEO_ID;VIDEO_NAME;SENTENCE_ID;SENTENCE_NAME;START;END;SENTENCE;SPEAKER_ID;SENTENCE_LEN
218;-1PeVdIwiq0;-1PeVdIwiq0-8-rgb_front;-1PeVdIwiq0_22;-1PeVdIwiq0_22-8-rgb_front;167.1;175.81;So don't be afraid to ask if you can purchase the car that is many days in stock so that they'll be willing to give you a better car deal.;8;30
219;-1PeVdIwiq0;-1PeVdIwiq0-8-rgb_front;-1PeVdIwiq0_23;-1PeVdIwiq0_23-8-rgb_front;176.21;182.51;Remember, just because buying a car at invoice is what the dealership does, doesn't mean you have to.;8;18
220;-1PeVdIwiq0;-1PeVdIwiq0-8-rgb_front;-1PeVdIwiq0_24;-1PeVdIwiq0_24-8-rgb_front;182.83;189.55;You can always buy the car for below invoice, especially if that dealership's had that car in stock for more than 300 days.;8;23
221;-1PeVdIwiq0;-1PeVdIwiq0-8-rgb_front;-1PeVdIwiq0_25;-1PeVdIwiq0_25-8-rgb_front;189.91;191.92;Remember, don't be afraid to ask.;8;6
222;-1PeVdIwiq0;-1PeVdIwiq0-8-rgb_front;-1PeVdIwiq0_26;-1PeVdIwiq0_26-8-rgb_front;192.31;194.28;Negotiating is why you're there.;8;5
223;-1PeVdIwiq0;-1PeVdIwiq0-8-rgb_front;-1PeVdIwiq0_3;-1PeVdIwiq0_3-8-rgb_front;9.91;14.62;Its easy to buy a new car, 'cause they'll either tell you yes you can buy it for that, or no you can't.;8;23
224;-1PeVdIwiq0;-1PeVdIwiq0-8-rgb_front;-1PeVdIwiq0_4;-1PeVdIwiq0_4-8-rgb_front;15.56;19.6;The manufacturers is the one that determines what the car costs.;8;11
225;-1PeVdIwiq0;-1PeVdIwiq0-8-rgb_front;-1PeVdIwiq0_5;-1PeVdIwiq0_5-8-rgb_front;19.63;26.79;The dealership buys the car from the manufacturer and there are many websites out there that tell you what the actual cost of the car is.;8;26
226;-1PeVdIwiq0;-1PeVdIwiq0-8-rgb_front;-1PeVdIwiq0_6;-1PeVdIwiq0_6-8-rgb_front;27.33;34.76;Once you determine how much that car costs, its up to the dealership whether to sell you the car for that, for less than that, or for more than that.;8;30
227;-1PeVdIwiq0;-1PeVdIwiq0-8-rgb_front;-1PeVdIwiq0_7;-1PeVdIwiq0_7-8-rgb_front;35.19;45.55;Depending on the desirability of that new car, which means how hot it is in the market, that's exactly what's going to determine whether you get a great deal on your new car purchase or not necessarily a great deal.;8;40
228;-1PeVdIwiq0;-1PeVdIwiq0-8-rgb_front;-1PeVdIwiq0_8;-1PeVdIwiq0_8-8-rgb_front;46.65;54.01;Always remember that the difference between a new car and a used car is that a new car has an MSO, which is the Manufacture Certificate of Origin.;8;28
229;-1PeVdIwiq0;-1PeVdIwiq0-8-rgb_front;-1PeVdIwiq0_9;-1PeVdIwiq0_9-8-rgb_front;54.04;59.92;The minute that you purchase that new car though, it becomes titled and then it becomes a used car.;8;19
448;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_0;-7BtY3iQIdo_0-8-rgb_front;0.24;7.13;Now, we're going to trim the edge of the opening of the ballet slipper with some little pearls.;8;18
449;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_1;-7BtY3iQIdo_1-8-rgb_front;7.36;10.92;And, we're going to pipe the pearls with a number four tip.;8;12
450;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_10;-7BtY3iQIdo_10-8-rgb_front;46.01;47.89;So, you want to put pressure.;8;6
451;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_11;-7BtY3iQIdo_11-8-rgb_front;48.67;50.43;Release pressure and pull up.;8;5
452;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_12;-7BtY3iQIdo_12-8-rgb_front;51.64;54.36;Squeeze, release and pull up.;8;5
453;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_13;-7BtY3iQIdo_13-8-rgb_front;55.28;64.0;Practice this on a piece of paper or a paper plate until you have a nice uniform pearl trim.;8;19
454;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_14;-7BtY3iQIdo_14-8-rgb_front;64.0;67.12;And, then we'll move onto the cake.;8;7
455;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_15;-7BtY3iQIdo_15-8-rgb_front;67.75;74.11;So, we're going to trim the edge where the white and the pink meet with this pearl border.;8;18
456;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_16;-7BtY3iQIdo_16-8-rgb_front;74.11;83.0;And, you're going to place them right on that border and go all the way around the cake.;8;18
457;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_17;-7BtY3iQIdo_17-8-rgb_front;83.06;91.58;Remember, you're just holding the tip just slightly above the cake so that the frosting will come out and spread a little into a little circle.;8;26
458;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_18;-7BtY3iQIdo_18-8-rgb_front;91.97;95.41;Releasing pressure before you pull up.;8;6
459;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_19;-7BtY3iQIdo_19-8-rgb_front;98.92;102.71;This makes a nice delicate trim for the edge of the slipper.;8;12
460;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_2;-7BtY3iQIdo_2-8-rgb_front;11.15;13.22;It's just a regular writing tip.;8;6
461;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_20;-7BtY3iQIdo_20-8-rgb_front;106.78;112.95;When you finish the beading around the around the shoe, you want to make a little bow here.;8;18
462;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_21;-7BtY3iQIdo_21-8-rgb_front;116.08;123.7;Just make a loop and another loop and two little strings coming down.;8;13
463;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_22;-7BtY3iQIdo_22-8-rgb_front;125.11;128.08;And, then just a little dot there for the tie.;8;10
464;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_3;-7BtY3iQIdo_3-8-rgb_front;14.66;17.45;And, how you make pearls is you want to twist your bag.;8;12
465;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_4;-7BtY3iQIdo_4-8-rgb_front;17.64;18.98;Make it nice and tight.;8;5
466;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_5;-7BtY3iQIdo_5-8-rgb_front;19.71;21.29;And, you'll make little dots.;8;5
467;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_6;-7BtY3iQIdo_6-8-rgb_front;21.29;32.95;So, you just hold the tip over the paper or the cake about an eighth of an inch and you squeeze out until you get a little pearl.;8;28
468;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_7;-7BtY3iQIdo_7-8-rgb_front;32.95;36.77;And, as soon as it gets about this big then you pull it up.;8;14
469;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_8;-7BtY3iQIdo_8-8-rgb_front;37.25;41.93;Now, you don't want to squeeze squeeze squeeze and pull up and squeeze.;8;13
470;-7BtY3iQIdo;-7BtY3iQIdo-8-rgb_front;-7BtY3iQIdo_9;-7BtY3iQIdo_9-8-rgb_front;42.38;45.41;Because, you'll end up with something that looks like that.;8;10
471;-7H7ZHO_4Ao;-7H7ZHO_4Ao-8-rgb_front;-7H7ZHO_4Ao_1;-7H7ZHO_4Ao_1-8-rgb_front;3.85;14.95;So we've completed our little pin cushion doll and I think she's so cute she's just a personal little hand made that would make a fun gift for any seamstress that you know.;8;33
472;-7H7ZHO_4Ao;-7H7ZHO_4Ao-8-rgb_front;-7H7ZHO_4Ao_2;-7H7ZHO_4Ao_2-8-rgb_front;15.72;19.69;This would also be a great little project for a beginning sewer.;8;12
473;-7H7ZHO_4Ao;-7H7ZHO_4Ao-8-rgb_front;-7H7ZHO_4Ao_3;-7H7ZHO_4Ao_3-8-rgb_front;20.02;25.39;It's very easy just stitching all the way around it and the pattern is very easy and stuffing in.;8;19
474;-7H7ZHO_4Ao;-7H7ZHO_4Ao-8-rgb_front;-7H7ZHO_4Ao_4;-7H7ZHO_4Ao_4-8-rgb_front;26.1;37.08;This would be a good project maybe to work with like a child you can even use instead of stuffing you can use rice or even a bean bag.;8;29
475;-7H7ZHO_4Ao;-7H7ZHO_4Ao-8-rgb_front;-7H7ZHO_4Ao_5;-7H7ZHO_4Ao_5-8-rgb_front;38.23;51.3;Or as I mentioned before this would also make a great little dog toy and with doll toys, you just always want to keep in mind that you don't want to use anything that can be pulled off or get stuck in your throat or anything.;8;46
476;-7H7ZHO_4Ao;-7H7ZHO_4Ao-8-rgb_front;-7H7ZHO_4Ao_6;-7H7ZHO_4Ao_6-8-rgb_front;51.64;53.81;The same principle applies to children.;8;6
477;-7H7ZHO_4Ao;-7H7ZHO_4Ao-8-rgb_front;-7H7ZHO_4Ao_7;-7H7ZHO_4Ao_7-8-rgb_front;53.85;63.75;If you are going to be making this doll for a baby then I would just stick with a felt and the embroidery because there is not really any little parts that can be pulled out or anything.;8;38
478;-7H7ZHO_4Ao;-7H7ZHO_4Ao-8-rgb_front;-7H7ZHO_4Ao_8;-7H7ZHO_4Ao_8-8-rgb_front;64.31;68.86;But I think she's so fantastic and she's going to look so great as my pin cushion.;8;17
479;-7H7ZHO_4Ao;-7H7ZHO_4Ao-8-rgb_front;-7H7ZHO_4Ao_9;-7H7ZHO_4Ao_9-8-rgb_front;75.8;81.66;She's going to look fantastic on my desk so I hope you had as much fun making her as I did.;8;21
480;-7ZqO3skAxk;-7ZqO3skAxk-8-rgb_front;-7ZqO3skAxk_0;-7ZqO3skAxk_0-8-rgb_front;0.41;8.92;Now the first rule, the first thing you want to make sure you don't do when giving criticism is don't act in haste.;8;23
481;-7ZqO3skAxk;-7ZqO3skAxk-8-rgb_front;-7ZqO3skAxk_1;-7ZqO3skAxk_1-8-rgb_front;9.72;16.22;And what I mean by that is think about what you say before you say it.;8;16
482;-7ZqO3skAxk;-7ZqO3skAxk-8-rgb_front;-7ZqO3skAxk_2;-7ZqO3skAxk_2-8-rgb_front;16.82;25.95;There's an old saying that I think is real important to remember when we're talking about criticism, whether it?s written or whether it?s spoken.;8;24
483;-7ZqO3skAxk;-7ZqO3skAxk-8-rgb_front;-7ZqO3skAxk_3;-7ZqO3skAxk_3-8-rgb_front;26.53;27.91;"""You can never take it back.""";8;6
484;-7ZqO3skAxk;-7ZqO3skAxk-8-rgb_front;-7ZqO3skAxk_4;-7ZqO3skAxk_4-8-rgb_front;28.56;31.39;So once the words are out there they are out there.;8;11
485;-7ZqO3skAxk;-7ZqO3skAxk-8-rgb_front;-7ZqO3skAxk_5;-7ZqO3skAxk_5-8-rgb_front;31.66;35.25;So think about what you're going to say before you say it.;8;12
486;-7ZqO3skAxk;-7ZqO3skAxk-8-rgb_front;-7ZqO3skAxk_6;-7ZqO3skAxk_6-8-rgb_front;35.66;49.67;If someone is attacking you or something is coming at you, it?s harder to not jump on that and act very quickly and tell somebody how terrible they are or what a jerk they are or whatever it is.;8;39
487;-7ZqO3skAxk;-7ZqO3skAxk-8-rgb_front;-7ZqO3skAxk_7;-7ZqO3skAxk_7-8-rgb_front;50.2;62.3;But try to stop, think about it so that the words that you say are not hurtful and more critical and negative and don't exacerbate the whole situation.;8;28
488;-88OcTs9MPs;-88OcTs9MPs-8-rgb_front;-88OcTs9MPs_0;-88OcTs9MPs_0-8-rgb_front;0.58;6.2;Hi this is Nigel with Blue Griffin Handyman and today we are going to talk about how to get rid of the paint smell in your house.;8;27
489;-88OcTs9MPs;-88OcTs9MPs-8-rgb_front;-88OcTs9MPs_1;-88OcTs9MPs_1-8-rgb_front;6.89;12.18;The first thing to do, the best thing to do is to avoid the fumes altogether.;8;16
490;-88OcTs9MPs;-88OcTs9MPs-8-rgb_front;-88OcTs9MPs_2;-88OcTs9MPs_2-8-rgb_front;12.72;25.4;Many paints these days come with a low VOC or a no VOC mixture and it will tell you on the back of the can like this one here says VOC at 132 grams per liter.;8;36
491;-88OcTs9MPs;-88OcTs9MPs-8-rgb_front;-88OcTs9MPs_3;-88OcTs9MPs_3-8-rgb_front;26.01;51.17;Now VOC stands for volatile organic compounds and that is what is causing the fumes in your house so what you want to do if you have to use some of these paints with VOC in them the best thing to do is to open the windows, all the windows in the house and put a fan on one end of the house so you can draw all the fumes out of the house and try to go to the park for the day or something and get out of the house so you don't have the smell those nasty vapors.;8;101
492;-88OcTs9MPs;-88OcTs9MPs-8-rgb_front;-88OcTs9MPs_4;-88OcTs9MPs_4-8-rgb_front;51.53;60.29;When you are using those type of paints with VOC in them definitely use some kind of breathing protection that will filter out those kinds of fumes.;8;27
493;-88OcTs9MPs;-88OcTs9MPs-8-rgb_front;-88OcTs9MPs_5;-88OcTs9MPs_5-8-rgb_front;60.69;61.9;They are not good for you.;8;6
494;-88OcTs9MPs;-88OcTs9MPs-8-rgb_front;-88OcTs9MPs_6;-88OcTs9MPs_6-8-rgb_front;62.4;65.88;So that is how to get the paint smell out of your house.;8;13
495;-8AYi1n0UWo;-8AYi1n0UWo-8-rgb_front;-8AYi1n0UWo_0;-8AYi1n0UWo_0-8-rgb_front;0.19;4.28;Hi, I'm James from Reptile Rescue Service in Salt Lake City, Utah.;8;12
496;-8AYi1n0UWo;-8AYi1n0UWo-8-rgb_front;-8AYi1n0UWo_1;-8AYi1n0UWo_1-8-rgb_front;4.53;9.61;If your turtle won't eat, that's the topic of this one, this discussion here.;8;14
497;-8AYi1n0UWo;-8AYi1n0UWo-8-rgb_front;-8AYi1n0UWo_10;-8AYi1n0UWo_10-8-rgb_front;45.66;49.0;So if you have one that has this disease, you need to keep 'em separate.;8;15
498;-8AYi1n0UWo;-8AYi1n0UWo-8-rgb_front;-8AYi1n0UWo_11;-8AYi1n0UWo_11-8-rgb_front;49.25;53.32;This will affect 'em on eating, and also they will be lazy and want to sleep a lot.;8;18
499;-8AYi1n0UWo;-8AYi1n0UWo-8-rgb_front;-8AYi1n0UWo_2;-8AYi1n0UWo_2-8-rgb_front;9.79;11.95;There could be a couple of variances of this one.;8;10
500;-8AYi1n0UWo;-8AYi1n0UWo-8-rgb_front;-8AYi1n0UWo_3;-8AYi1n0UWo_3-8-rgb_front;11.95;18.28;Could be, if it's a wild caught turtle, land turtle or tortoise, a lot of time they sense in they sense in the wintertime, it's time to hibernate.;8;28
501;-8AYi1n0UWo;-8AYi1n0UWo-8-rgb_front;-8AYi1n0UWo_4;-8AYi1n0UWo_4-8-rgb_front;18.28;23.62;At this time they'll quit eating, because if they have food in their belly when they go into hibernation, it can be fatal.;8;23
502;-8AYi1n0UWo;-8AYi1n0UWo-8-rgb_front;-8AYi1n0UWo_5;-8AYi1n0UWo_5-8-rgb_front;23.62;27.91;It'll actually ferment or rot, and can cause fatality to the turtle or tortoise.;8;14
503;-8AYi1n0UWo;-8AYi1n0UWo-8-rgb_front;-8AYi1n0UWo_6;-8AYi1n0UWo_6-8-rgb_front;28.63;35.04;Another sign of this could be if they have an upper respiratory infection, which is like a form of pneumonia to us humans.;8;23
504;-8AYi1n0UWo;-8AYi1n0UWo-8-rgb_front;-8AYi1n0UWo_7;-8AYi1n0UWo_7-8-rgb_front;35.04;36.81;It makes them weak and sick.;8;6
505;-8AYi1n0UWo;-8AYi1n0UWo-8-rgb_front;-8AYi1n0UWo_8;-8AYi1n0UWo_8-8-rgb_front;37.27;41.6;If it's a Russian tortoise, a lot of these carry herpes disease.;8;12
506;-8AYi1n0UWo;-8AYi1n0UWo-8-rgb_front;-8AYi1n0UWo_9;-8AYi1n0UWo_9-8-rgb_front;41.6;45.66;This is not contagious to humans, but it is to other tortoises.;8;12
507;-8EJ9aomFAc;-8EJ9aomFAc-8-rgb_front;-8EJ9aomFAc_4;-8EJ9aomFAc_4-8-rgb_front;23.17;30.86;The kids can add glitter to it, stickers, it's really easy to do and it's great if they are having a tea party with their friends.;8;26
508;-8EJ9aomFAc;-8EJ9aomFAc-8-rgb_front;-8EJ9aomFAc_5;-8EJ9aomFAc_5-8-rgb_front;31.15;33.4;You can get rid of all of that old wrapping paper.;8;11
509;-8EJ9aomFAc;-8EJ9aomFAc-8-rgb_front;-8EJ9aomFAc_6;-8EJ9aomFAc_6-8-rgb_front;33.77;39.19;And again, it's a great recyclable craft if you have birthday party paper from a child's birthday.;8;17
510;-8EJ9aomFAc;-8EJ9aomFAc-8-rgb_front;-8EJ9aomFAc_7;-8EJ9aomFAc_7-8-rgb_front;39.48;44.79;Pool it all together, make a bunch of hats and let the kids run around and really have a good time with them.;8;23
511;-8EJ9aomFAc;-8EJ9aomFAc-8-rgb_front;-8EJ9aomFAc_8;-8EJ9aomFAc_8-8-rgb_front;45.09;50.07;And I will go ahead and just place my hat on and say thank you.;8;15
512;-8L6L9fFWK8;-8L6L9fFWK8-8-rgb_front;-8L6L9fFWK8_0;-8L6L9fFWK8_0-8-rgb_front;0.45;0.67;Hi.;8;1
513;-8L6L9fFWK8;-8L6L9fFWK8-8-rgb_front;-8L6L9fFWK8_1;-8L6L9fFWK8_1-8-rgb_front;0.67;3.4;In this segment we're going to talk about consecutive rolls.;8;10
514;-8L6L9fFWK8;-8L6L9fFWK8-8-rgb_front;-8L6L9fFWK8_2;-8L6L9fFWK8_2-8-rgb_front;3.87;12.22;And what that means is doing a roll, and a roll, and a roll, and a roll, without stopping, without breaking any of the, any of the motion.;8;28
515;-8L6L9fFWK8;-8L6L9fFWK8-8-rgb_front;-8L6L9fFWK8_3;-8L6L9fFWK8_3-8-rgb_front;12.55;22.15;And the trick of that is, is right when the Frisbee comes to your second hand, is to push it up, right in the right angle, so it comes back to your other hand.;8;34
516;-8L6L9fFWK8;-8L6L9fFWK8-8-rgb_front;-8L6L9fFWK8_4;-8L6L9fFWK8_4-8-rgb_front;22.49;26.03;And it's again, it's the using your legs and using your arms.;8;12
517;-8L6L9fFWK8;-8L6L9fFWK8-8-rgb_front;-8L6L9fFWK8_5;-8L6L9fFWK8_5-8-rgb_front;26.29;31.72;But the last part is the critical part, to have it come here, so it sets up for your next roll.;8;21
518;-8L6L9fFWK8;-8L6L9fFWK8-8-rgb_front;-8L6L9fFWK8_6;-8L6L9fFWK8_6-8-rgb_front;31.92;45.83;An example of consecutive rolls: here, here, here, here, here, here, here, here, here, here.;8;15
519;-8L6L9fFWK8;-8L6L9fFWK8-8-rgb_front;-8L6L9fFWK8_7;-8L6L9fFWK8_7-8-rgb_front;46.57;53.9;Now if you noticed, every time that it came around to this arm, I was pushing it up, so it was almost right in the right spot for my next roll.;8;31
520;-8L6L9fFWK8;-8L6L9fFWK8-8-rgb_front;-8L6L9fFWK8_8;-8L6L9fFWK8_8-8-rgb_front;53.9;55.18;I didn't have to run around.;8;6
521;-8L6L9fFWK8;-8L6L9fFWK8-8-rgb_front;-8L6L9fFWK8_9;-8L6L9fFWK8_9-8-rgb_front;55.49;61.7;So the whole key is, is that right at the end and that push to make sure that it's set for the next roll.;8;24
522;-8XxBfXAzyo;-8XxBfXAzyo-8-rgb_front;-8XxBfXAzyo_1;-8XxBfXAzyo_1-8-rgb_front;6.13;12.08;Now, chameleons--one of the characteristics of chameleons is their amazing ability to change color.;8;14
523;-8XxBfXAzyo;-8XxBfXAzyo-8-rgb_front;-8XxBfXAzyo_10;-8XxBfXAzyo_10-8-rgb_front;91.1;99.15;So, as far as color changing goes, she also--many chameleons go through a breeding stage.;8;15
524;-8XxBfXAzyo;-8XxBfXAzyo-8-rgb_front;-8XxBfXAzyo_11;-8XxBfXAzyo_11-8-rgb_front;99.15;103.39;In the Veiled Chameleons, in males, it's called the sunburst phase.;8;11
525;-8XxBfXAzyo;-8XxBfXAzyo-8-rgb_front;-8XxBfXAzyo_12;-8XxBfXAzyo_12-8-rgb_front;105.0;110.71;They turn to bright colors, multi-colors, usually very bright, very eye-catching.;8;11
526;-8XxBfXAzyo;-8XxBfXAzyo-8-rgb_front;-8XxBfXAzyo_13;-8XxBfXAzyo_13-8-rgb_front;110.71;125.98;The females turn a--sometimes an orangish or brownish color during breeding season but many females will not display a very obvious change of color during breeding at all.;8;28
527;-8XxBfXAzyo;-8XxBfXAzyo-8-rgb_front;-8XxBfXAzyo_14;-8XxBfXAzyo_14-8-rgb_front;125.98;130.54;A hungry chameleon will often have--will often be trying to blend in with its environment.;8;15
528;-8XxBfXAzyo;-8XxBfXAzyo-8-rgb_front;-8XxBfXAzyo_15;-8XxBfXAzyo_15-8-rgb_front;130.75;137.89;This is when they tend to do that not only for hiding but for making sure that their prey doesn't see him.;8;22
529;-8XxBfXAzyo;-8XxBfXAzyo-8-rgb_front;-8XxBfXAzyo_16;-8XxBfXAzyo_16-8-rgb_front;137.89;146.77;Now, it's not just for hiding from enemies, they want to make sure that their prey is not aware of their presence either.;8;23
530;-8XxBfXAzyo;-8XxBfXAzyo-8-rgb_front;-8XxBfXAzyo_17;-8XxBfXAzyo_17-8-rgb_front;146.77;151.21;Now, an angry chameleon such as her--she's displaying right now.;8;10
531;-8XxBfXAzyo;-8XxBfXAzyo-8-rgb_front;-8XxBfXAzyo_18;-8XxBfXAzyo_18-8-rgb_front;151.21;152.63;What she's displaying is the angry colors.;8;7
532;-8XxBfXAzyo;-8XxBfXAzyo-8-rgb_front;-8XxBfXAzyo_19;-8XxBfXAzyo_19-8-rgb_front;152.78;154.24;She's trying to make sure that I know that I'm not welcome in her cage.;8;15
533;-8XxBfXAzyo;-8XxBfXAzyo-8-rgb_front;-8XxBfXAzyo_2;-8XxBfXAzyo_2-8-rgb_front;12.45;18.96;It's often thought that chameleons blend in with their environment but this is not the only reason they change color.;8;20
534;-8XxBfXAzyo;-8XxBfXAzyo-8-rgb_front;-8XxBfXAzyo_3;-8XxBfXAzyo_3-8-rgb_front;19.06;33.21;They do change colors with their environment to blend in such as browns for climbing on the trees, the greens for matching the leaves and they also turn colors when--according to their mood.;8;33
535;-8XxBfXAzyo;-8XxBfXAzyo-8-rgb_front;-8XxBfXAzyo_4;-8XxBfXAzyo_4-8-rgb_front;33.21;42.54;When they're angry, they tend to get--the Veiled Chameleons tend to get the black stripes with the white spots and the green in between.;8;24
536;-8XxBfXAzyo;-8XxBfXAzyo-8-rgb_front;-8XxBfXAzyo_5;-8XxBfXAzyo_5-8-rgb_front;42.54;48.63;And the sleeping chameleon will turn a bright lime green color with no spots.;8;14
537;-8XxBfXAzyo;-8XxBfXAzyo-8-rgb_front;-8XxBfXAzyo_6;-8XxBfXAzyo_6-8-rgb_front;48.63;55.67;Now, if she's cold, she's gonna--her whole body is going to turn more of a black color.;8;17
538;-8XxBfXAzyo;-8XxBfXAzyo-8-rgb_front;-8XxBfXAzyo_7;-8XxBfXAzyo_7-8-rgb_front;55.67;66.99;This is--because the dark colors absorb more heat and if she's cool, she's going to go sit under her basking light, turn a darker color and absorb as much heat as she can.;8;33
539;-8XxBfXAzyo;-8XxBfXAzyo-8-rgb_front;-8XxBfXAzyo_8;-8XxBfXAzyo_8-8-rgb_front;66.99;78.05;Now, when she is warm, when she's too warm, she's going to turn a lighter green color, sometimes a white color because this is when she wants to expel as much heat as she can.;8;35
540;-8XxBfXAzyo;-8XxBfXAzyo-8-rgb_front;-8XxBfXAzyo_9;-8XxBfXAzyo_9-8-rgb_front;78.47;91.1;This doesn't happen very often because of the fact that she likes the higher temperatures and where we live, we don't get too many high temperatures indoors.;8;27
541;-8j9K3T5lkw;-8j9K3T5lkw-8-rgb_front;-8j9K3T5lkw_0;-8j9K3T5lkw_0-8-rgb_front;0.05;1.43;DR. CHRIS MANGO: Hi.;8;4
542;-8j9K3T5lkw;-8j9K3T5lkw-8-rgb_front;-8j9K3T5lkw_1;-8j9K3T5lkw_1-8-rgb_front;1.43;3.7;This is Dr. Chris Mango, here in New York City.;8;10
